nonce	nonce_disc	syl_struc	n_neighbours
rűjez	rYjez	cvcvc	0
gihúz	gihUz	cvcvc	0
dzsűjád	DYjAd	cvcvc	0
rűjűs	rYjYS	cvcvc	0
nefesz	nefes	cvcvc	0
zsaséf	ZaSEf	cvcvc	0
zsülósz	ZylOs	cvcvc	0
lűmös	lYmwS	cvcvc	0
tícét	tIcEt	cvcvc	0
pimíf	pimIf	cvcvc	0
nyűzsúv	NYZUv	cvcvc	0
zétyéty	zEKEK	cvcvc	0
küduj	kyduj	cvcvc	0
zőfap	zWfap	cvcvc	0
gűtóv	gYtOv	cvcvc	0
dzőszút	dzWsUt	cvcvc	0
fekaz	fekaz	cvcvc	0
cűdum	cYdum	cvcvc	0
detyídzs	deKID	cvcvc	0
dzsőpíj	DWpIj	cvcvc	0
géküp	gEkyp	cvcvc	0
dzítyecs	dzIKeT	cvcvc	0
céhal	cEhal	cvcvc	0
nátüdz	nAGdz	cvcvc	0
tyópöt	KOpwt	cvcvc	0
vuhut	vuhut	cvcvc	0
nyúsüzs	NUSyZ	cvcvc	0
sűdűr	SYdYr	cvcvc	0
vonyúl	voNUl	cvcvc	0
csüzaty	TyzaK	cvcvc	0
lityör	liKwr	cvcvc	0
mümisz	mymis	cvcvc	0
dzőpön	dzWpwn	cvcvc	0
sadán	SadAn	cvcvc	0
gűcsót	gYTOt	cvcvc	0
dzsésőcs	DESWT	cvcvc	0
jivuh	jivuh	cvcvc	0
cécan	cEcan	cvcvc	0
tyesok	KeSok	cvcvc	0
csudzádz	TudzAdz	cvcvc	0
küsúsz	kySUs	cvcvc	0
tyutac	Kutac	cvcvc	0
zűhőn	zYhWn	cvcvc	0
mütisz	mytis	cvcvc	0
szácsídz	sATIdz	cvcvc	0
fútyídzs	fUKID	cvcvc	0
hojép	hojEp	cvcvc	0
köjics	kwjiT	cvcvc	0
kévázs	kEvAZ	cvcvc	0
tűlócs	tYlOT	cvcvc	0
fávazs	fAvaZ	cvcvc	0
línyot	lINot	cvcvc	0
züvöl	zyvwl	cvcvc	0
dzúnyög	dzUNwg	cvcvc	0
gedzóc	gedzOc	cvcvc	0
cúdázs	cUdAZ	cvcvc	0
dzsőpaty	DWpaK	cvcvc	0
zénúk	zEnUk	cvcvc	0
zsászőzs	ZAsWZ	cvcvc	0
nyócsüh	NOTyh	cvcvc	0
duszűk	dusYk	cvcvc	0
csücút	TycUt	cvcvc	0
zünol	zynol	cvcvc	0
císúf	cISUf	cvcvc	0
hutóv	hutOv	cvcvc	0
dzákűsz	dzAkYs	cvcvc	0
dzágőp	dzAgWp	cvcvc	0
guhóp	guhOp	cvcvc	0
tyődüp	KWdyp	cvcvc	0
főtadz	fWtadz	cvcvc	0
tyőháf	KWhAf	cvcvc	0
tűvűzs	tYvYZ	cvcvc	0
nyudziz	Nudziz	cvcvc	0
gönyosz	gwNos	cvcvc	0
cünom	cynom	cvcvc	0
pöhév	pwhEv	cvcvc	0
zsápíny	ZApIN	cvcvc	0
lűlim	lYlim	cvcvc	0
tyoszáh	KosAh	cvcvc	0
műmöz	mYmwz	cvcvc	0
jípűc	jIpYc	cvcvc	0
cidzsáty	ciDAK	cvcvc	0
tödóty	twdOK	cvcvc	0
ratúj	ratUj	cvcvc	0
cütózs	cytOZ	cvcvc	0
lútúg	lUtUg	cvcvc	0
pecsas	peTaS	cvcvc	0
tóvedz	tOvedz	cvcvc	0
jődzety	jWdzeK	cvcvc	0
fórét	fOrEt	cvcvc	0
vövóg	vwvOg	cvcvc	0
pídőp	pIdWp	cvcvc	0
céhóv	cEhOv	cvcvc	0
fohut	fohut	cvcvc	0
tósöm	tOSwm	cvcvc	0
dűzsodz	dYZodz	cvcvc	0
lucsag	luTag	cvcvc	0
házsöv	hAZwv	cvcvc	0
hűdzsőh	hYDWh	cvcvc	0
teszóty	tesOK	cvcvc	0
tyádzsam	KADam	cvcvc	0
hulov	hulov	cvcvc	0
püdoc	pydoc	cvcvc	0
sezsöf	SeZwf	cvcvc	0
fónih	fOnih	cvcvc	0
zóhán	zOhAn	cvcvc	0
zénuj	zEnuj	cvcvc	0
góvém	gOvEm	cvcvc	0
túfuty	tUfuK	cvcvc	0
kűcül	kYcyl	cvcvc	0
lócíp	lOcIp	cvcvc	0
dzűvéf	dzYvEf	cvcvc	0
jejuzs	jejuZ	cvcvc	0
nyűcsol	NYTol	cvcvc	0
cezoz	cezoz	cvcvc	0
műmodzs	mYmoD	cvcvc	0
tógij	tOgij	cvcvc	0
nyőcől	NWcWl	cvcvc	0
csegug	Tegug	cvcvc	0
tyórézs	KOrEZ	cvcvc	0
nyézöh	NEzwh	cvcvc	0
túvűv	tUvYv	cvcvc	0
najőm	najWm	cvcvc	0
fúcsup	fUTup	cvcvc	0
csóhip	TOhip	cvcvc	0
cságédz	TAgEdz	cvcvc	0
zsíhóv	ZIhOv	cvcvc	0
csújöty	TUjwK	cvcvc	0
gétyísz	gEKIs	cvcvc	0
dajadzs	dajaD	cvcvc	0
sőzód	SWzOd	cvcvc	0
csátyök	TAKwk	cvcvc	0
züjüh	zyjyh	cvcvc	0
zsáfav	ZAfav	cvcvc	0
szipűn	sipYn	cvcvc	0
gólúsz	gOlUs	cvcvc	0
gazséh	gaZEh	cvcvc	0
cojázs	cojAZ	cvcvc	0
tyánűs	KAnYS	cvcvc	0
dzonyocs	dzoNoT	cvcvc	0
csivic	Tivic	cvcvc	0
jűtyődz	jYKWdz	cvcvc	0
dzsenyőf	DeNWf	cvcvc	0
csőkúd	TWkUd	cvcvc	0
kovűm	kovYm	cvcvc	0
rílűsz	rIlYs	cvcvc	0
rolúh	rolUh	cvcvc	0
työdzsün	KwDyn	cvcvc	0
jécos	jEcoS	cvcvc	0
dzsólej	DOlej	cvcvc	0
dzsámúj	DAmUj	cvcvc	0
müdun	mydun	cvcvc	0
muzócs	muzOT	cvcvc	0
nyüdzsők	NyDWk	cvcvc	0
nyorép	NorEp	cvcvc	0
lákűs	lAkYS	cvcvc	0
zsojul	Zojul	cvcvc	0
lüjény	jjEN	cvcvc	0
pótyig	pOKig	cvcvc	0
nyípazs	NIpaZ	cvcvc	0
csőnát	TWnAt	cvcvc	0
dzömok	dzwmok	cvcvc	0
süpöm	Sypwm	cvcvc	0
nyáfól	NAfOl	cvcvc	0
dzsútyazs	DUKaZ	cvcvc	0
tyűjidzs	KYjiD	cvcvc	0
fűdzács	fYdzAT	cvcvc	0
nyuhéf	NuhEf	cvcvc	0
nyekúh	NekUh	cvcvc	0
tyótyoc	KOKoc	cvcvc	0
jevísz	jevIs	cvcvc	0
sészosz	SEsos	cvcvc	0
húdől	hUdWl	cvcvc	0
kévűt	kEvYt	cvcvc	0
rűcsőj	rYTWj	cvcvc	0
zényóz	zENOz	cvcvc	0
dzűjiz	dzYjiz	cvcvc	0
zsózsesz	ZOZes	cvcvc	0
náküg	nAkyg	cvcvc	0
széfesz	sEfes	cvcvc	0
zügósz	zygOs	cvcvc	0
pómáv	pOmAv	cvcvc	0
cuszaf	cusaf	cvcvc	0
nyöfov	Nwfov	cvcvc	0
kotidzs	kotiD	cvcvc	0
tyúnüv	KUNv	cvcvc	0
rudzsiny	ruDiN	cvcvc	0
zötyíp	zwKIp	cvcvc	0
tijéj	tijEj	cvcvc	0
sücűdz	SycYdz	cvcvc	0
sícsézs	SITEZ	cvcvc	0
dzúlij	dzUlij	cvcvc	0
tyihodzs	KihoD	cvcvc	0
tyőgőc	KWgWc	cvcvc	0
jacecs	jaceT	cvcvc	0
dáráz	dArAz	cvcvc	0
cőlízs	cWlIZ	cvcvc	0
pujüv	pujyv	cvcvc	0
dóhad	dOhad	cvcvc	0
rafődzs	rafWD	cvcvc	0
sühőh	SyhWh	cvcvc	0
zamösz	zamws	cvcvc	0
tyüzsam	KyZam	cvcvc	0
jűjín	jYjIn	cvcvc	0
mósóv	mOSOv	cvcvc	0
zarőzs	zarWZ	cvcvc	0
tetíc	tetIc	cvcvc	0
júped	jUped	cvcvc	0
kűdzses	kYDeS	cvcvc	0
jitől	jitWl	cvcvc	0
cézüz	cEzyz	cvcvc	0
dzöszís	dzwsIS	cvcvc	0
jócősz	jOcWs	cvcvc	0
zőpoz	zWpoz	cvcvc	0
catyaf	caKaf	cvcvc	0
cúmop	cUmop	cvcvc	0
fösag	fwSag	cvcvc	0
vörücs	vwryT	cvcvc	0
cévík	cEvIk	cvcvc	0
nűdzsáf	nYDAf	cvcvc	0
jűtyap	jYKap	cvcvc	0
kunyiv	kuNiv	cvcvc	0
zsízsödz	ZIZwdz	cvcvc	0
hílény	hIlEN	cvcvc	0
vótah	vOtah	cvcvc	0
zsósér	ZOSEr	cvcvc	0
dzőcűzs	dzWcYZ	cvcvc	0
zocaj	zocaj	cvcvc	0
nűdzsöd	nYDwd	cvcvc	0
sűlüdz	SYjdz	cvcvc	0
pövál	pwvAl	cvcvc	0
pimőj	pimWj	cvcvc	0
zsücőh	ZycWh	cvcvc	0
cőlósz	cWlOs	cvcvc	0
zényát	zENAt	cvcvc	0
kícsiv	kITiv	cvcvc	0
jőcél	jWcEl	cvcvc	0
työmőty	KwmWK	cvcvc	0
dzsínep	DInep	cvcvc	0
mulocs	muloT	cvcvc	0
nyidzöt	Nidzwt	cvcvc	0
hicsuz	hiTuz	cvcvc	0
gumám	gumAm	cvcvc	0
zsíszüdzs	ZIsyD	cvcvc	0
tezsőd	teZWd	cvcvc	0
ződzép	zWdzEp	cvcvc	0
mühösz	myhws	cvcvc	0
níhöf	nIhwf	cvcvc	0
kiras	kiraS	cvcvc	0
rütyan	ryKan	cvcvc	0
júköl	jUkwl	cvcvc	0
rézsíp	rEZIp	cvcvc	0
cényoh	cENoh	cvcvc	0
zsötyődz	ZwKWdz	cvcvc	0
jezac	jezac	cvcvc	0
dünőcs	dynWT	cvcvc	0
csúkős	TUkWS	cvcvc	0
mönyőd	mwNWd	cvcvc	0
cefűcs	cefYT	cvcvc	0
sajőr	SajWr	cvcvc	0
lészég	lEsEg	cvcvc	0
medzun	medzun	cvcvc	0
tyadil	Kadil	cvcvc	0
tyőlir	KWlir	cvcvc	0
zétyic	zEKic	cvcvc	0
süzsíf	SyZIf	cvcvc	0
zópúr	zOpUr	cvcvc	0
lüközs	jkwZ	cvcvc	0
pűsisz	pYSis	cvcvc	0
nyűnyes	NYNeS	cvcvc	0
tidzúsz	tidzUs	cvcvc	0
nyírör	NIrwr	cvcvc	0
nyüleh	Nyleh	cvcvc	0
lütűz	jtYz	cvcvc	0
cihűp	cihYp	cvcvc	0
finyüz	fiNyz	cvcvc	0
lófan	lOfan	cvcvc	0
nícsóc	nITOc	cvcvc	0
lodzsűm	loDYm	cvcvc	0
ríkoty	rIkoK	cvcvc	0
mödúdz	mwdUdz	cvcvc	0
padudz	padudz	cvcvc	0
lölőj	lwlWj	cvcvc	0
dzsütyúm	DyKUm	cvcvc	0
dzocsot	dzoTot	cvcvc	0
hozev	hozev	cvcvc	0
mödűd	mwdYd	cvcvc	0
csűzsür	TYZyr	cvcvc	0
zsopon	Zopon	cvcvc	0
fűsír	fYSIr	cvcvc	0
työsós	KwSOS	cvcvc	0
hacűc	hacYc	cvcvc	0
tyipus	KipuS	cvcvc	0
sziröc	sirwc	cvcvc	0
dócír	dOcIr	cvcvc	0
sudúk	SudUk	cvcvc	0
tüdzőc	GdzWc	cvcvc	0
csúfám	TUfAm	cvcvc	0
diváj	divAj	cvcvc	0
léhüh	lEhyh	cvcvc	0
hísűn	hISYn	cvcvc	0
dzígídzs	dzIgID	cvcvc	0
mófőg	mOfWg	cvcvc	0
szezűp	sezYp	cvcvc	0
rómőzs	rOmWZ	cvcvc	0
kénász	kEnAs	cvcvc	0
páhűf	pAhYf	cvcvc	0
csetyüm	TeKym	cvcvc	0
zsítyős	ZIKWS	cvcvc	0
szihüzs	sihyZ	cvcvc	0
pűszós	pYsOS	cvcvc	0
zsüdzsoc	ZyDoc	cvcvc	0
mitóv	mitOv	cvcvc	0
somük	Somyk	cvcvc	0
tyásuk	KASuk	cvcvc	0
tadzöd	tadzwd	cvcvc	0
dzsűkéty	DYkEK	cvcvc	0
jülót	jylOt	cvcvc	0
zsácid	ZAcid	cvcvc	0
rüzűp	ryzYp	cvcvc	0
tyadül	Kadyl	cvcvc	0
nyőföcs	NWfwT	cvcvc	0
pesűty	peSYK	cvcvc	0
vicsíty	viTIK	cvcvc	0
dzojedzs	dzojeD	cvcvc	0
dzöpódzs	dzwpOD	cvcvc	0
nyápük	NApyk	cvcvc	0
sőpés	SWpES	cvcvc	0
dzsápús	DApUS	cvcvc	0
dzömuzs	dzwmuZ	cvcvc	0
csévim	TEvim	cvcvc	0
müjóg	myjOg	cvcvc	0
satyüt	SaKyt	cvcvc	0
zsúrúdz	ZUrUdz	cvcvc	0
dőkedzs	dWkeD	cvcvc	0
dzsízav	DIzav	cvcvc	0
sűvodzs	SYvoD	cvcvc	0
dzűszűdz	dzYsYdz	cvcvc	0
szócíg	sOcIg	cvcvc	0
nyúkür	NUkyr	cvcvc	0
tasőf	taSWf	cvcvc	0
lögáf	lwgAf	cvcvc	0
nyicsat	NiTat	cvcvc	0
faszuny	fasuN	cvcvc	0
dzomuz	dzomuz	cvcvc	0
nyöcüh	Nwcyh	cvcvc	0
sécsóh	SETOh	cvcvc	0
tezsídz	teZIdz	cvcvc	0
dzsenúty	DenUK	cvcvc	0
szofen	sofen	cvcvc	0
dzúnyöh	dzUNwh	cvcvc	0
dzsaták	DatAk	cvcvc	0
sédőd	SEdWd	cvcvc	0
dúpan	dUpan	cvcvc	0
dőzal	dWzal	cvcvc	0
tyonyőn	KoNWn	cvcvc	0
súcsász	SUTAs	cvcvc	0
sánür	SANr	cvcvc	0
cúzsúzs	cUZUZ	cvcvc	0
dzolídzs	dzolID	cvcvc	0
szűzam	sYzam	cvcvc	0
dzecsódzs	dzeTOD	cvcvc	0
zűjúg	zYjUg	cvcvc	0
gunony	gunoN	cvcvc	0
víküty	vIkyK	cvcvc	0
dzsőkám	DWkAm	cvcvc	0
cőrum	cWrum	cvcvc	0
rofőj	rofWj	cvcvc	0
zsínyév	ZINEv	cvcvc	0
rizsezs	riZeZ	cvcvc	0
lezsűny	leZYN	cvcvc	0
zsüszin	Zysin	cvcvc	0
tetíf	tetIf	cvcvc	0
dzidzsőf	dziDWf	cvcvc	0
jőnil	jWnil	cvcvc	0
dülal	dylal	cvcvc	0
nyahöj	Nahwj	cvcvc	0
pődzsúh	pWDUh	cvcvc	0
julűg	julYg	cvcvc	0
műmul	mYmul	cvcvc	0
zsecsiz	ZeTiz	cvcvc	0
csedádzs	TedAD	cvcvc	0
ződzűsz	zWdzYs	cvcvc	0
vacűh	vacYh	cvcvc	0
zsagety	ZageK	cvcvc	0
ludzsuny	luDuN	cvcvc	0
voteny	voteN	cvcvc	0
tozsany	toZaN	cvcvc	0
hüdzsőz	hyDWz	cvcvc	0
tehűdz	tehYdz	cvcvc	0
rátuzs	rAtuZ	cvcvc	0
gútyöp	gUKwp	cvcvc	0
lúsziv	lUsiv	cvcvc	0
zséfás	ZEfAS	cvcvc	0
hohőt	hohWt	cvcvc	0
zsúrús	ZUrUS	cvcvc	0
kőtís	kWtIS	cvcvc	0
csanyúny	TaNUN	cvcvc	0
lédzic	lEdzic	cvcvc	0
dzűpety	dzYpeK	cvcvc	0
zidzít	zidzIt	cvcvc	0
ducsip	duTip	cvcvc	0
cózsíz	cOZIz	cvcvc	0
gókudzs	gOkuD	cvcvc	0
tánín	tAnIn	cvcvc	0
rakin	rakin	cvcvc	0
tyüpos	KypoS	cvcvc	0
cúsés	cUSES	cvcvc	0
cicöcs	cicwT	cvcvc	0
canég	canEg	cvcvc	0
hidzín	hidzIn	cvcvc	0
nyönyuzs	NwNuZ	cvcvc	0
gaszag	gasag	cvcvc	0
gefúl	gefUl	cvcvc	0
dzsűfíny	DYfIN	cvcvc	0
nyődzsúf	NWDUf	cvcvc	0
dézóp	dEzOp	cvcvc	0
mőkódzs	mWkOD	cvcvc	0
rógur	rOgur	cvcvc	0
daküt	dakyt	cvcvc	0
nejúsz	nejUs	cvcvc	0
gazsíj	gaZIj	cvcvc	0
hetűf	hetYf	cvcvc	0
dzsamődzs	DamWD	cvcvc	0
cocsőny	coTWN	cvcvc	0
nyácűd	NAcYd	cvcvc	0
csujup	Tujup	cvcvc	0
csítödzs	TItwD	cvcvc	0
nyópény	NOpEN	cvcvc	0
vísím	vISIm	cvcvc	0
gínyócs	gINOT	cvcvc	0
ficsöp	fiTwp	cvcvc	0
púlür	pUjr	cvcvc	0
dzőlűcs	dzWlYT	cvcvc	0
gúnik	gUnik	cvcvc	0
sádzsök	SADwk	cvcvc	0
nüjúdz	NjUdz	cvcvc	0
kácőny	kAcWN	cvcvc	0
láfug	lAfug	cvcvc	0
nyaszéc	NasEc	cvcvc	0
nyugódzs	NugOD	cvcvc	0
vőkécs	vWkET	cvcvc	0
mocör	mocwr	cvcvc	0
pidét	pidEt	cvcvc	0
hószop	hOsop	cvcvc	0
pozsusz	poZus	cvcvc	0
vetad	vetad	cvcvc	0
zípéj	zIpEj	cvcvc	0
csűnéc	TYnEc	cvcvc	0
fúsil	fUSil	cvcvc	0
gűpad	gYpad	cvcvc	0
kűgüdzs	kYGD	cvcvc	0
pőzodzs	pWzoD	cvcvc	0
jőtózs	jWtOZ	cvcvc	0
csazsőf	TaZWf	cvcvc	0
jűdzsük	jYDyk	cvcvc	0
kőhűt	kWhYt	cvcvc	0
zőcsűj	zWTYj	cvcvc	0
júszur	jUsur	cvcvc	0
kűjir	kYjir	cvcvc	0
tyűcém	KYcEm	cvcvc	0
dúduc	dUduc	cvcvc	0
zürísz	zyrIs	cvcvc	0
hízudz	hIzudz	cvcvc	0
mászüdz	mAsydz	cvcvc	0
tófídz	tOfIdz	cvcvc	0
jigif	jigif	cvcvc	0
lűmét	lYmEt	cvcvc	0
dzihas	dzihaS	cvcvc	0
dzucsán	dzuTAn	cvcvc	0
vótödz	vOtwdz	cvcvc	0
kűgüm	kYGm	cvcvc	0
honyűm	hoNYm	cvcvc	0
dzúgász	dzUgAs	cvcvc	0
súsízs	SUSIZ	cvcvc	0
nyévől	NEvWl	cvcvc	0
resuk	reSuk	cvcvc	0
totyóty	toKOK	cvcvc	0
pőjűh	pWjYh	cvcvc	0
nádzsőv	nADWv	cvcvc	0
nítef	nItef	cvcvc	0
junöv	junwv	cvcvc	0
jétőzs	jEtWZ	cvcvc	0
dzséciv	DEciv	cvcvc	0
zsödzseg	ZwDeg	cvcvc	0
rulúm	rulUm	cvcvc	0
kűcőj	kYcWj	cvcvc	0
tyíkój	KIkOj	cvcvc	0
dűsziv	dYsiv	cvcvc	0
mízag	mIzag	cvcvc	0
kúladzs	kUlaD	cvcvc	0
fegöcs	fegwT	cvcvc	0
szipécs	sipET	cvcvc	0
sudzsör	SuDwr	cvcvc	0
työfűf	KwfYf	cvcvc	0
rűmöp	rYmwp	cvcvc	0
húnyád	hUNAd	cvcvc	0
rönyúf	rwNUf	cvcvc	0
rájóg	rAjOg	cvcvc	0
mítéd	mItEd	cvcvc	0
csűnődz	TYnWdz	cvcvc	0
kétyany	kEKaN	cvcvc	0
hítyed	hIKed	cvcvc	0
szúrőg	sUrWg	cvcvc	0
zsöhédz	ZwhEdz	cvcvc	0
góves	gOveS	cvcvc	0
rínídzs	rInID	cvcvc	0
dágósz	dAgOs	cvcvc	0
ficudz	ficudz	cvcvc	0
zemuj	zemuj	cvcvc	0
dzúcacs	dzUcaT	cvcvc	0
horuk	horuk	cvcvc	0
zísih	zISih	cvcvc	0
zsazász	ZazAs	cvcvc	0
juzíg	juzIg	cvcvc	0
dzsöfor	Dwfor	cvcvc	0
cocsól	coTOl	cvcvc	0
sőnyöj	SWNwj	cvcvc	0
jótőf	jOtWf	cvcvc	0
gínődz	gInWdz	cvcvc	0
sízáj	SIzAj	cvcvc	0
lepíty	lepIK	cvcvc	0
gugüm	guGm	cvcvc	0
gűdzsaf	gYDaf	cvcvc	0
cepózs	cepOZ	cvcvc	0
gösőty	gwSWK	cvcvc	0
gütyód	KKOd	cvcvc	0
vícsúl	vITUl	cvcvc	0
zseledz	Zeledz	cvcvc	0
zátüg	zAGg	cvcvc	0
csűdzőj	TYdzWj	cvcvc	0
cívám	cIvAm	cvcvc	0
rúrel	rUrel	cvcvc	0
heröt	herwt	cvcvc	0
lihüdzs	lihyD	cvcvc	0
címog	cImog	cvcvc	0
suniz	Suniz	cvcvc	0
nyázór	NAzOr	cvcvc	0
zsémán	ZEmAn	cvcvc	0
géfún	gEfUn	cvcvc	0
rórudz	rOrudz	cvcvc	0
vetyúzs	veKUZ	cvcvc	0
günídz	GnIdz	cvcvc	0
cítyoj	cIKoj	cvcvc	0
dunyádz	duNAdz	cvcvc	0
voszóf	vosOf	cvcvc	0
zamidz	zamidz	cvcvc	0
zséledz	ZEledz	cvcvc	0
píjeh	pIjeh	cvcvc	0
lúhít	lUhIt	cvcvc	0
mígázs	mIgAZ	cvcvc	0
kinam	kinam	cvcvc	0
tyacsüty	KaTyK	cvcvc	0
dzűtyés	dzYKES	cvcvc	0
nyajúc	NajUc	cvcvc	0
dúkop	dUkop	cvcvc	0
kűzüv	kYzyv	cvcvc	0
rőzűt	rWzYt	cvcvc	0
tyúdzséj	KUDEj	cvcvc	0
csazuk	Tazuk	cvcvc	0
vócép	vOcEp	cvcvc	0
cacsösz	caTws	cvcvc	0
ceműt	cemYt	cvcvc	0
gerűp	gerYp	cvcvc	0
rádúny	rAdUN	cvcvc	0
lekíf	lekIf	cvcvc	0
zódűc	zOdYc	cvcvc	0
dzsijék	DijEk	cvcvc	0
nyezudzs	NezuD	cvcvc	0
fútol	fUtol	cvcvc	0
lápúc	lApUc	cvcvc	0
mámud	mAmud	cvcvc	0
tyacel	Kacel	cvcvc	0
nyőzsács	NWZAT	cvcvc	0
cigút	cigUt	cvcvc	0
zsűrűp	ZYrYp	cvcvc	0
zsocúdz	ZocUdz	cvcvc	0
zsitízs	ZitIZ	cvcvc	0
rúhety	rUheK	cvcvc	0
höduzs	hwduZ	cvcvc	0
szögűs	swgYS	cvcvc	0
píszőty	pIsWK	cvcvc	0
gűjót	gYjOt	cvcvc	0
dzsűpűt	DYpYt	cvcvc	0
jöpűv	jwpYv	cvcvc	0
pónők	pOnWk	cvcvc	0
zsinyúcs	ZiNUT	cvcvc	0
szütüp	syKp	cvcvc	0
szótyúm	sOKUm	cvcvc	0
pöhőc	pwhWc	cvcvc	0
pűnyodzs	pYNoD	cvcvc	0
tyűduny	KYduN	cvcvc	0
csüzasz	Tyzas	cvcvc	0
rőszűdz	rWsYdz	cvcvc	0
cöhép	cwhEp	cvcvc	0
zutyőzs	zuKWZ	cvcvc	0
dzsútyőf	DUKWf	cvcvc	0
galősz	galWs	cvcvc	0
jicuh	jicuh	cvcvc	0
túcsev	tUTev	cvcvc	0
lózav	lOzav	cvcvc	0
zsődzsaty	ZWDaK	cvcvc	0
giszüg	gisyg	cvcvc	0
tavöm	tavwm	cvcvc	0
zsürecs	ZyreT	cvcvc	0
zöcízs	zwcIZ	cvcvc	0
dúcíg	dUcIg	cvcvc	0
vocóf	vocOf	cvcvc	0
züpedzs	zypeD	cvcvc	0
müdzsízs	myDIZ	cvcvc	0
dzsáloh	DAloh	cvcvc	0
pírídzs	pIrID	cvcvc	0
csüpít	TypIt	cvcvc	0
dzevócs	dzevOT	cvcvc	0
nyójúj	NOjUj	cvcvc	0
józsűny	jOZYN	cvcvc	0
rüsün	rySyn	cvcvc	0
vüfön	vyfwn	cvcvc	0
cenyik	ceNik	cvcvc	0
rőtyez	rWKez	cvcvc	0
cígűc	cIgYc	cvcvc	0
nódzag	nOdzag	cvcvc	0
pükedz	pykedz	cvcvc	0
zsőkáf	ZWkAf	cvcvc	0
najuc	najuc	cvcvc	0
tózic	tOzic	cvcvc	0
csocsídzs	ToTID	cvcvc	0
dzípec	dzIpec	cvcvc	0
szödöz	swdwz	cvcvc	0
vácsif	vATif	cvcvc	0
negűh	negYh	cvcvc	0
dzézsász	dzEZAs	cvcvc	0
tyőjűv	KWjYv	cvcvc	0
vüjot	vyjot	cvcvc	0
mávij	mAvij	cvcvc	0
zsödzsog	ZwDog	cvcvc	0
hütyűf	hyKYf	cvcvc	0
tyászöf	KAswf	cvcvc	0
dzusédz	dzuSEdz	cvcvc	0
patyőd	paKWd	cvcvc	0
dőkiny	dWkiN	cvcvc	0
zsetöj	Zetwj	cvcvc	0
kútez	kUtez	cvcvc	0
rígűdzs	rIgYD	cvcvc	0
nyúcság	NUTAg	cvcvc	0
dzázász	dzAzAs	cvcvc	0
csödzsíf	TwDIf	cvcvc	0
csűgúzs	TYgUZ	cvcvc	0
csísíh	TISIh	cvcvc	0
rotól	rotOl	cvcvc	0
züvőm	zyvWm	cvcvc	0
putyádz	puKAdz	cvcvc	0
tőfún	tWfUn	cvcvc	0
fötől	fwtWl	cvcvc	0
nyűcsűg	NYTYg	cvcvc	0
csűdzüsz	TYdzys	cvcvc	0
tinéc	tinEc	cvcvc	0
zsirösz	Zirws	cvcvc	0
dzsevédz	DevEdz	cvcvc	0
senyőz	SeNWz	cvcvc	0
lüzsum	jZum	cvcvc	0
fónar	fOnar	cvcvc	0
tyűjűr	KYjYr	cvcvc	0
söham	Swham	cvcvc	0
kónyóm	kONOm	cvcvc	0
tönút	twnUt	cvcvc	0
rízös	rIzwS	cvcvc	0
hídzúh	hIdzUh	cvcvc	0
gapúf	gapUf	cvcvc	0
csözsity	TwZiK	cvcvc	0
jagöcs	jagwT	cvcvc	0
razsáf	raZAf	cvcvc	0
tyeszasz	Kesas	cvcvc	0
vícsig	vITig	cvcvc	0
nósam	nOSam	cvcvc	0
runug	runug	cvcvc	0
dzsófaz	DOfaz	cvcvc	0
núfecs	nUfeT	cvcvc	0
zazsősz	zaZWs	cvcvc	0
duzsüj	duZyj	cvcvc	0
nyudösz	Nudws	cvcvc	0
jászíny	jAsIN	cvcvc	0
dzsityél	DiKEl	cvcvc	0
duneg	duneg	cvcvc	0
tyuküv	Kukyv	cvcvc	0
cózsür	cOZyr	cvcvc	0
dzsorázs	DorAZ	cvcvc	0
pászőf	pAsWf	cvcvc	0
dzsúkúny	DUkUN	cvcvc	0
nyígúzs	NIgUZ	cvcvc	0
dzanyím	dzaNIm	cvcvc	0
rózsezs	rOZeZ	cvcvc	0
tyukuc	Kukuc	cvcvc	0
dzirur	dzirur	cvcvc	0
vízsúny	vIZUN	cvcvc	0
kogúz	kogUz	cvcvc	0
medzsuf	meDuf	cvcvc	0
fúsáf	fUSAf	cvcvc	0
sörűg	SwrYg	cvcvc	0
csomúk	TomUk	cvcvc	0
dzsepíp	DepIp	cvcvc	0
mótát	mOtAt	cvcvc	0
nénűs	nEnYS	cvcvc	0
fénics	fEniT	cvcvc	0
nyöfer	Nwfer	cvcvc	0
nugüh	nuGh	cvcvc	0
nődöt	nWdwt	cvcvc	0
nájüm	nAjym	cvcvc	0
dzászők	dzAsWk	cvcvc	0
padadz	padadz	cvcvc	0
nyágúh	NAgUh	cvcvc	0
gikúp	gikUp	cvcvc	0
szedzsöz	seDwz	cvcvc	0
szótop	sOtop	cvcvc	0
mázsűny	mAZYN	cvcvc	0
güdzüz	Gdzyz	cvcvc	0
százedz	sAzedz	cvcvc	0
szíkídzs	sIkID	cvcvc	0
nyaméc	NamEc	cvcvc	0
cödzsűty	cwDYK	cvcvc	0
mizsúp	miZUp	cvcvc	0
lodzűt	lodzYt	cvcvc	0
pömazs	pwmaZ	cvcvc	0
nyízsűsz	NIZYs	cvcvc	0
vöpác	vwpAc	cvcvc	0
fétép	fEtEp	cvcvc	0
maszíh	masIh	cvcvc	0
zsityóf	ZiKOf	cvcvc	0
tyűdzódz	KYdzOdz	cvcvc	0
